|      190 | MK6174    |  250.000000 |
|      240 | SKW6544   |   95.000000 |
|      190 | MK6894    |  275.000000 |
|      350 | BQ2011    |  169.000000 |
|      240 | SKW2874   |  135.000000 |
|      350 | LE1105    |  159.000000 |
|      218 | AR11226   |  275.000000 |
|      240 | SKW2140   |  135.000000 |
|      190 | MK6893    |  275.000000 |
|      190 | MK8816    |  195.000000 |
|      350 | FS5835    |  149.000000 |
|      350 | ES5060    |  129.000000 |
|      218 | AX5572    |  140.000000 |
|      218 | AR70005   |  495.000000 |
|      244 | DZ1901    |  140.000000 |
|      190 | MK4558    |  225.000000 |
|      350 | BQ3205    |  119.000000 |
|      240 | SKW7604   |  185.000000 |
|      350 | ME3110    |  219.000000 |
|      350 | FS5781    |  139.000000 |
|      240 | SKW2832   |  155.000000 |
|      240 | SKW7600   |  155.000000 |
|      350 | ES5072    |  129.000000 |
|      218 | AX2850    |  210.000000 |
|      190 | MK2712    |  225.000000 |
|      350 | FTW7040   |  215.000000 |
|      350 | ES5068    |   89.000000 |
|      350 | BQ2370    |  139.000000 |
|      218 | AX2601    |  200.000000 |
|      218 | AX2700    |  140.000000 |
|      350 | FTW7014   |  215.000000 |
|      350 | FS5827    |  149.000000 |
|      240 | SKW6512   |   95.000000 |
|      190 | MK5491    |  275.000000 |
|      240 | SKW2908   |  145.000000 |
|      218 | AX2600    |  180.000000 |
|      190 | MK8751    |  250.000000 |
|      218 | AX2707    |  160.000000 |
|      190 | MK4588    |  195.000000 |
|      350 | FS5821    |  149.000000 |
|      218 | ARS8702   |  845.000000 |
|      350 | FS5151    |  149.000000 |
|      350 | BQ2383    |  249.000000 |
|      190 | MK4571    |  225.000000 |
|      190 | MKT5055J  |  325.000000 |
|      190 | MK3221    |  195.000000 |
|      218 | AX2855    |  210.000000 |
|      350 | FS5305    |  119.000000 |
|      218 | AR11203   |  345.000000 |
|      350 | C221062   |   99.000000 |
|      240 | SKW2759   |   75.000000 |
|      350 | ES5023    |  119.000000 |
|      218 | AR1918    |  275.000000 |
